Document ID,Department,class_ids,text_file
8061611,Administration,0,"Promac HR Solutions headquartered in Vijayawada is a focused HR Solutions provider Company with its significant reach across India.The Company’s flexible Strategy allows integrating our services to match the Customer’s transforming needs. Promac is run by Highly Professional and experienced leaders with Strong Business Acumen.We believe in introducing new benchmarks in Indian as well as International Market by providing exceptional Service and Value proposition.Attributes of Our Success• Confidentiality.• Integrity.• Professionalism.• Long Term, Ongoing Relationship.• Proactive and Progressive Service Support.• Consultative Approach with Clients.• Trustworthy and dependable association with Candidates.• Consistency in robust Selection Process.Comapany Name is Promac   Hr   Solutions.Job keywords are documentation,.Job Industry is Travel / Tourism.Other skills required are  .Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : Job Description&nbsp;To arrange, manage and coordinate all aspects of business travel(Book air tickets,hotel) for employees* Managing meeting notes, Action registers &amp; Other Project documentation."
8131590,Administration,0,"Angel Blues SolutionComapany Name is Angel Blues Solution.Job keywords are Front Desk,Receptionist  ,  communciation skill.Job Industry is Travel / Tourism.Other skills required are Receptionist,communciation skill.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
7966269,Administration,0,"provides solutions and meets all requirements concerning Immigration, overseas education and all visa services to destinations across the globe, , , , , . AKKAM aims to built life-long business relationships with our clients based on service with ethics and trust. We deal with Immigration and Allied requirements for , , , , , , and are processing inclusion of other destinations in due course of time.Comapany Name is Akkam Immigrations.Job keywords are office, front office management, front office operations, receptionist activities, desk, front, receptionist.Job Industry is Travel / Tourism.Other skills required are office,front office management,front office operations,receptionist activities,desk,front,receptionist.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : Greetings from Akkam Immigration and Allied Services!!!Roles and Responsibilities:Keep front desk tidy and presentable with all necessary material (pens, forms, paper etc.)Greet and welcome&nbsp;clients.Maintain register and excel for walkins and clients. Well versed with MS OfficeAnswer questions and address complaintsAnswer all incoming calls and redirect them or keep messagesReceive letters, packages etc. and distribute themPrepare outgoing mail by drafting correspondence, securing parcels etc.Check, sort and forward emailsMonitor office supplies and place orders when necessaryKeep updated records and filesMonitor office expenses and costsTake up other duties as assigned (travel arrangements, schedules etc.)RequirementsProven experience as front desk representative of about 1 to 3 years in an immigration industryFamiliarity with office machines (e.g. fax, printer etc.)Knowledge of office management and basic bookkeepingProficient in English (oral and written)Excellent knowledge of MS Office (especially Excel and Word)Strong communication and people skillsGood organizational and multi-tasking abilitiesProblem-solving skillsCustomer service orientationPleasing personalityPlease send your profile to jaweeria@akkam.in."
8280345,Administration,0,"Post Personal SecretaryLocation Andheri - MumbaiQualification GraduateExperience 1 to 3 yearsSalary Depend upon ExperienceKindly find the COMPANY DETAILS below;Name of Corporate - Bharat Holiday Club &amp; Resort Pvt LtdNo of employees -11 - 35Weekly off- As per company rulesBonus- As per company rulesPF- As per company rulesMediclaim - As per company rulesCL / SL - After 6 monthsAppraisal- As per performance at regular intervalsDistance from station- 15 mins walking distanceEmployees ratings 4.8 Stars out 5 starts_ (This ratings are been given by employees currently working in this company) _We have a permanent job opening for you. Call back immediately on 7014550369OrE-mail me immediately on bharatkumar.gour05@gmail.comComapany Name is Success Manpower Services1.Job keywords are shorthand, stenography, personal, administration, typing, mail,personal assistance, secretarial course, office, company secretarial functions, secretarial activities, secretaryship, ms, secretarial skills.Job Industry is Travel / Tourism.Other skills required are personal assistance,secretarial course,office,company secretarial functions,secretarial activities,secretaryship,ms,secretarial skills.Job departments are Secretary / PA / Steno,Company Secretary.Salary provided is Rs 50,000  - 3.0 Lakh/Yr.Job Description is as follows : Post: Personal Secretary&nbsp;Location:&nbsp;Andheri - Mumbai&nbsp;Qualification: GraduateExperience 1 to 3 yearsSalary Depend upon ExperienceKindly find the COMPANY DETAILS below;Name of Corporate - Bharat Holiday Club &amp; Resort Pvt Ltd&nbsp;No of employees -11 - 35Weekly off- As per company rulesBonus- As per company rulesPF- As per company rulesMediclaim - As per company rulesCL / SL - After 6 monthsAppraisal- As per performance at regular intervalsDistance from station- 15 mins walking distanceEmployees ratings 4.8 Stars out 5 starts_ (This ratings are been given by employees currently working in this company) _&nbsp;We have a permanent job opening for you. Call back immediately on 7014550369OrE-mail me immediately on bharatkumar.gour05@gmail.com."
8366370,Administration,0," Comapany Name is Heraa international travel services.Job keywords are SCHS  Saudi Health Council ,  Practitioner  ,   Physician.Job Industry is Travel / Tourism.Other skills required are SCHS  Saudi Health Council,Practitioner,Physician.Job departments are Nursing.Salary provided is .Job Description is as follows : ."
7963482,Administration,0," Comapany Name is International Institute of Travel.Job keywords are proper credit,  check cashing.Job Industry is Travel / Tourism.Other skills required are proper credit,check cashing.Job departments are Front Office / Guest Relations.Salary provided is .Job Description is as follows : ."
7802879,Administration,0,"We are established recruitment firm providing manpower in hyderabad , bangalore , delhi ncr , kolkata , ahmadabad , pune , mumbai in manufacturing , electrical , automobile , IT , tours &amp; travels , hotels , aviation , insurance , banking , finance .Comapany Name is Career Strategy Solutions.Job keywords are kitchen,food, cook, indian, north, tandoor.Job Industry is Travel / Tourism.Other skills required are food,cook,indian,north,tandoor.Job departments are Kitchen.Salary provided is Rs 50,000  - 2.5 Lakh/Yr.Job Description is as follows : We have a requirement for Cook for Haridwar . Below mentioned is the Job Description :&nbsp;EXPERIENCE - NORTH INDIAN FOOD &amp; TANDOOR&nbsp;LOCATION - HARIDWAR&nbsp;SALARY - UPTO 18K IN HAND&nbsp;Kindly contact on 9873139718 / 9560093132 between 10 am - 7 pm from monday to friday &nbsp;&nbsp;Thanks &amp; Regards,Career Strategy Solutions&nbsp;www.careerstrategysolutions.com&nbsp;."
7963488,Administration,0," Comapany Name is International Institute of Travel.Job keywords are reconciliation, remittancesor, government, excelor, documentsor, hstor, foreign, payrollor, exchangeor, exporting, invoicingor, wordor, receptionor, bank.Job Industry is Travel / Tourism.Other skills required are reconciliation,remittancesor,government,excelor,documentsor,hstor,foreign,payrollor,exchangeor,exporting,invoicingor,wordor,receptionor,bank.Job departments are Administration / Facility / Transport.Salary provided is .Job Description is as follows : Basic concepts of accounting and general knowledge of Quick Books Pro are a must, as well as experience in running a front office in a manufacturing environment. Ideal candidate has excellent communication and organizational skills in customer service. Job duties include but are not limited to: A/P, A/R, Payroll, Government remittances, HST, Foreign exchange, Exporting documents, Excel, Word, Reception, Invoicing, Bank reconciliation, Order processing. Training and office manual are available.."
7521301,Administration,0,"A furious welcome by Hosanna Tours and Travels, an one stop place in service which offers a variety of Domestics &amp; International tour packages for its customers. We assure that we will make the visitors to feel more than the comfort level.Personalized service is our specialty. We believe in quality service and we guarantee good value for your money and complete satisfaction of its customer is the motto of our company which is being accomplished with the help of most competent pool of human resources.Comapany Name is Hosanna Tours and Travels Pvt Ltd..Job keywords are ms office, basic computer knowledge, tele service.Job Industry is Travel / Tourism.Other skills required are ms office,basic computer knowledge,tele service.Job departments are Front Office / Receptionist.Salary provided is Rs 1.0  - 2.0 Lakh/Yr.Job Description is as follows : ResponsibilitiesA minimum of 1-2 years experience in Front office is preferred.Good LookingFresher&rsquo;s can also applyJob Type:Full-TimeSalary: 9,000 To 12,000 /MonthJob Location:Salem, Tamil NaduRequired Education:Any DegreeRequired Experience:Front Office: 0 - 2 yearsRequired Language:English,Tamil ( Optional - Hindi / Malayalam )Job Type: Full-time."
7864787,Administration,0,"Dear Sir/Madam,Greeting from AL HAMD MANPOWER Service IN EAST DELHISir We Manpower Provide to ONLY SAUDI ARABIA COUNTRY. We have all Catagories Experienced and HardworkerCandidate.If you have Any Recuritment of Any Candidate Please contact with us. We Provide Quality &amp; trad Workers.1. HEAVY DUTY DRIVER COMPANY(GCC LICENCE &amp; INDIAN LICENCE FRESH) = SALARY - 1500 TO 1800 SR - SC - 90 TO 1152. L.M.V. DUTY DRIVER COMPANY OR FAMILY DRIVER (GCC LICENCE &amp; INDIAN LICENCE FRESH) = SALARY - 1200 TO 1600 SR - SC - 85 TO 903. ALL OPERATOR JCB AND SHOWAL OR FORKLIFP AND EXCAVATOR CRAIN OPERATOR = SALARY - 1500 TO 1800 SR - SC - 85 TO 954. MASON (FRESHER AND GULF EXPERIENCED) = SALARY - 1400 TO 1800 SR - SC - 85 TO 905. ELECTRICION OR PLUMBER (FRESHER AND GULF EEPERIENCED) = SALARY - 1400 TO 1800 SR - SC - 85 TO 956. CARPENTER FINSHING AND SHUTRING &amp; GIPSEM CARPENTER. = SALARY - 1400 TO 1700 SR - SC - 85 TO 957. STEEL FIXER (FRESHER AND GULF EXEPERIENCED) SALARY - 1400 TO 1800 SR - SC - 85 TO 958. HELPER IN COMPANY (FRESHER AND GULF EEPERIENCED) SALARY - 1200 TO 1600 SR - SC - 90 TO 1209. COOK required . e.c.n.r. PASSPORT - (FRESH OR GULF RETURN ACCEPTED . SALARY - 1500 SR TO 2400 SR SC - 80 TO 95PAYMENT OPTION THREE PART - 1 - AFTER MOFA2 - AFTER VISA STAMPING3 - FINAL PAYMENT TIME OF AIR TICKET OR AGGREMENTEMAIL ID - alhamdjobs@gmail.comWEBSITE - www.alhamdmanpower.comThanks and Regards,SEEYA RAJPUTComapany Name is Gulf manpower.Job keywords are mail, cooking, scan,.Job Industry is Travel / Tourism.Other skills required are  .Job departments are Kitchen.Salary provided is Rs 3.0  - 3.5 Lakh/Yr.Job Description is as follows : AL- HAMD MANPOWER VISA SERVICES EAST DELHI BHAJANPURA - 110053&nbsp;VERY URGENT VISA &nbsp;HOUSE COOK JOB IN SAUDI ARABIA COUNTRY&nbsp;ONLY E.C.N.R PASSPORT ACCEPTED&nbsp;AGE - 24 TO 40 YEARS&nbsp;ACCOMMODATION &nbsp;PROVIDE BY COMPANY&nbsp;&nbsp;DOCUMENTS REQUIRED :-&nbsp;1- PASSPORT&nbsp;2- RESUME ALL DETAILS WITH MOBILE NUMBER&nbsp;3- PHOTO&nbsp;ALL DOCUMENTS SCAN COPY MAIL ON MY MAIL ID&nbsp;EMAIL ID - alhamdjobs@gmail.com&nbsp;WEBSITE - www.alhamdmanpower.com."
7983718,Administration,0," Comapany Name is ITL Tours and Travels.Job keywords are fl, ist , flower arrangeent , gift wrapping.Job Industry is Travel / Tourism.Other skills required are fl,ist,flower arrangeent,gift wrapping.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
7963486,Administration,0," Comapany Name is International Institute of Travel.Job keywords are customer service,Operate safety , emergency equipment.Job Industry is Travel / Tourism.Other skills required are Operate safety,emergency equipment.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
7971830,Administration,0," Comapany Name is The Foursis Technical Solutions..Job keywords are Admin Assistant ,  communication skill.Job Industry is Travel / Tourism.Other skills required are Admin Assistant,communication skill.Job departments are Administration / Facility / Transport.Salary provided is .Job Description is as follows : ."
7983724,Administration,0," Comapany Name is ITL Tours and Travels.Job keywords are Food  ,  Beverage.Job Industry is Travel / Tourism.Other skills required are Food,Beverage.Job departments are Kitchen.Salary provided is .Job Description is as follows : ."
7963492,Administration,0," Comapany Name is International Institute of Travel.Job keywords are effective communications skills, Attending to the switchboard f,  all incoming calls.Job Industry is Travel / Tourism.Other skills required are effective communications skills,Attending to the switchboard f,all incoming calls.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
8379267,Administration,0,"Cozmo Travel  Pvt LtdLaunched  with a vision to offer#11;customised travel solutions for independent and corporate travelers, Cozmo Travel India has#11;fast established a name for itself within India. With a complete range of world-class products and consultancy services that support businesses and individuals alike, Cozmo Travel reflects the perfect blend of global expertise and local knowledge.Comapany Name is Cozmo Travel Private Limited.Job keywords are hospitality, industry, administration, english,front, ms, office, reception, desk.Job Industry is Travel / Tourism.Other skills required are front,ms,office,reception,desk.Job departments are Front Office / Receptionist.Salary provided is Rs 2.0  - 3.0 Lakh/Yr.Job Description is as follows : The candidate should be very well versed in English and be well groomed as required in hospitality industry.She will be attending phone calls,greeting the customers,and do all the jobs required for a receptionist.Job description:Interested candidates can forward their resume on the below ID:hrinida@cozmotravel.com&nbsp;."
8385551,Administration,0,"Comapany Name is [Company Hidden].Job keywords are administration,ms, office, services, call, reception, desk, front.Job Industry is Travel / Tourism.Other skills required are ms,office,services,call,reception,desk,front.Job departments are Front Office / Receptionist.Salary provided is Rs 2.5  - 3.0 Lakh/Yr.Job Description is as follows : Job Title: Receptionist &ndash; MumbaiJob Description: A Leading travel company in Mumbai requires a receptionist and the responsibilities includeJob Role:Receive and greet visitors professionally, provide relevant information, guide them to the concerned person.Receive and direct incoming calls , taking and distributing messages to all the employees.Manage and maintain records of all Outgoing mails, couriers and other deliverable.Manage and maintain records of all incoming mails, couriers and other receivables.Manage Inter departmental Transfer of documents and invoices etc.Key Skills:Job location: Mumbai - Lower ParelWorking Days : 6 daysReporting to : Department AdminEducation : GraduateJob Location: MumbaiJob Sector: TravelRequired Experience: 1 - 3 year(s)Relevant Experience: 1 yearsSalary Range: INR 250000 - 300000Salary Unit: per annum."
8158423,Administration,0,"Comapany Name is Paramount Consulting.Job keywords are correspondence, reporting, shorthand, stenography, communication, who, appointments, management, can, mail, amp, bookkeeping, servicing, screening,statements, business, office, secretaryship, ms, time, financial.Job Industry is Travel / Tourism.Other skills required are statements,business,office,secretaryship,ms,time,financial.Job departments are Secretary / PA / Steno.Salary provided is .Job Description is as follows : Dear Candidate&nbsp;Hope you are doing well&nbsp;We came across your profile on the portal &amp; wanted to share a role with you&nbsp;Location &ndash; Bangalore&nbsp;ClientFounded in 1974, CLIENTis the worldwide leader in vacation exchange and a provider of travel services to businesses and consumers. Through a unique breadth and scope of accommodation choices, types and locations, CLIENToffers its global community of more than three million members quality vacation experiences at more than 4,300 resorts worldwide through its week-for-week and points-based exchange networks. As a growth partner, CLIENTdelivers customized, integrated and results-driven solutions to meet the needs and exceed the expectations of its affiliates and consumers worldwide. CLIENTis a division of the CLIENTGlobal Vacation Network, the global leader in non-hotel leisure accommodations with exclusive access for specified periods to more than 60,000 vacation properties in more than 100 countries.&nbsp;Executive Secretary&nbsp;This is a key role, supporting the Managing Director of India. Reporting to the Managing Director you will be required to support the day to day work of MDs Office&nbsp;POSTING DESCRIPTION &ndash; RESPONSIBILITIES:&Oslash; Maintaining Managing Directors agenda and assist in planning appointments, board meetings, conferences etc.&Oslash; Arrange and confirm appointments.&Oslash; Organizing and servicing meetings (producing agendas and taking minutes)&Oslash; Attending meetings and keep minutes.&Oslash; Create, transcribe, and distribute meeting agendas and minutes&Oslash; Coordination with various departments for all support required for smooth functioning of the office&Oslash; Receiving and screening phone calls and redirecting them when appropriate&Oslash; Handle and prioritize all outgoing or incoming correspondence (e-mail, letters, packages etc.)&Oslash; Make travel arrangements for Managing Director&Oslash; Handle confidential documents ensuring they remain secure&Oslash; Prepare invoices or financial statements and provide assistance in bookkeeping&Oslash; Prepare and maintain MDs expense report.&nbsp;&Oslash; Establish &amp; maintain professional relationship within and outside the company&nbsp;&nbsp;REQUIRED QUALIFICATIONSGraduation is mustShould have excellent verbal and written communication skillsPresentable and confidentHigh degree of multi-tasking and time management capabilityExcellent written and verbal communication skillsIntegrity and professionalismProficiency in MS Office&nbsp;&nbsp;Lots more to discuss once we are in talks.Would appreciate if you could let us know your interest in the opening &amp; share your updated word format resume so that we can start a dialogue.However, in case if you are not excited to explore &amp; understand more about these openings; would request you to share some references who may like to explore these openings with us.Your help is highly appreciatedLooking forward to your quick responseBest regardsSameerParamount Consulting&nbsp;."
8366382,Administration,0," Comapany Name is Heraa international travel services.Job keywords are goals ,   budget goals ,   team goals.Job Industry is Travel / Tourism.Other skills required are goals,budget goals,team goals.Job departments are Kitchen.Salary provided is .Job Description is as follows : ."
8234718,Administration,0," Comapany Name is Vana Enterprises limited.Job keywords are Interact with guests to ensure satisfaction ,   h ,  le problem escalation as necessary.Job Industry is Travel / Tourism.Other skills required are Interact with guests to ensure satisfaction,h,le problem escalation as necessary.Job departments are Housekeeping.Salary provided is .Job Description is as follows : ."
7963850,Administration,0,"Leading Shipping and logistics company located in Chenni.Comapany Name is Amrutha Business Solutions.Job keywords are Front desk,guest relation.Job Industry is Travel / Tourism.Other skills required are guest relation.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
7000953,Administration,0,"We are pleased to offer you, our placement services. We are carrying thefaith of multiple industries.Please go through the entire proposal, it includes the company profile. Wewill be pleased to serve you with our services.For any further clarifications please feel free to contact at below Signed,Thanking and assuring you of our best attention always!Our team of professional at Career consultant possess about five years of pooled experience, to meet the unique needs of our client organization in the following areas.Ø  Administrative profiles.Ø  HR ManagerØ  Marketing Manager/Sales ManagerØ  MBA(Marketing/HR)Ø  Executive AssistantØ  CounselorØ  Field BoyØ  ReceptionistØ  Accountant/Computer OperatorØ  CA/ Doctor SComapany Name is Freelancer pinki Hiring For Freelancer pinki.Job keywords are correspondence, personal, pm, admininstration,good, mis reports, coordinating events, ms office, secretory, sales management, personality.Job Industry is Travel / Tourism.Other skills required are good,mis reports,coordinating events,ms office,secretory,sales management,personality.Job departments are Administration / Facility / Transport,Secretary / PA / Steno.Salary provided is Rs 1.0  - 4.0 Lakh/Yr.Job Description is as follows : We have an urgent opening for Female Personal Assistant in Delhi &amp; Gurgoan location .6 Days working : 10:00 Am to 6:30 PmReading, monitoring and responding to your boss's email,&nbsp;answering calls and liaising with clients competently,&nbsp;preparing correspondence .Salary- 10,000 to 45,000for any query please contact to me Mr Nitin 9211773902 .send your resumeshreyashelp@gmail.com."
7981330,Administration,0," Comapany Name is Indo Asia Leisure services Ltd.Job keywords are cs,Secretarial Activities Company ,  Secretary ,  company executive ,  assistant company ,  executive secretary.Job Industry is Travel / Tourism.Other skills required are Secretarial Activities Company,Secretary,company executive,assistant company,executive secretary.Job departments are Company Secretary.Salary provided is .Job Description is as follows : ."
8014108,Administration,0,"ZENITH HOLIDAYSComapany Name is ZENITH HOLIDAYS.Job keywords are f, warding any incoming ,  Answering.Job Industry is Travel / Tourism.Other skills required are f,warding any incoming,Answering.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
7981348,Administration,0,"Aachievers Consultancy&nbsp;Comapany Name is Aachievers Consultancy.Job keywords are Hotel Management ,  Guest Service ,  Guest Relations ,  Management,Flo,  flo,  delivery flo,  transition , ,  manager.Job Industry is Travel / Tourism.Other skills required are Flo,flo,delivery flo,transition,,manager.Job departments are Front Office / Guest Relations.Salary provided is .Job Description is as follows : ."
8343474,Administration,0," Comapany Name is SHREE PARSV TOURS &amp; TRAVELS.Job keywords are data entry,admin ,  Office Assistant.Job Industry is Travel / Tourism.Other skills required are admin,Office Assistant.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
8014112,Administration,0,"ZENITH HOLIDAYSComapany Name is ZENITH HOLIDAYS.Job keywords are Should be soft spoken  Have goodcommunication  ,  incoming phonecalls.Job Industry is Travel / Tourism.Other skills required are Should be soft spoken  Have goodcommunication,incoming phonecalls.Job departments are Front Office / Receptionist.Salary provided is .Job Description is as follows : ."
8116913,Administration,0,"DonepullAbout the companyIts recruitment /outsource consultancy firm with Ex-Big 4 professionals as partners. Serving MNC and Big 4 clients and helping them reducing time in HR related activities.Comapany Name is Done Pull.Job keywords are secretarial skill, secretarial activities, secretarial duties, secretaryship stenography, secretarial support, secretarial work.Job Industry is Travel / Tourism.Other skills required are secretarial skill,secretarial activities,secretarial duties,secretaryship stenography,secretarial support,secretarial work.Job departments are Secretary / PA / Steno.Salary provided is Rs 2.0  - 2.5 Lakh/Yr.Job Description is as follows : Dear Candidate,Looking for enthusiastic &amp; confident Female candidates, if interested kindly share your candidature to sahaj.donepull@gmail.comDesignation &ndash; Executive Assistant to DirectorLocation - Saket, Delhi (Near Metro Station)Job Description:Required Skills&nbsp;."
8174536,Airline Ground Operations,1,"Countrywide Visas has a very fast, smooth and effective way of making sure every client is looked after and gets exactly what they are looking for.&nbsp;Comapany Name is Countrywide Immigration Private Limited.Job keywords are design,Aerospace engineers research,  develop aerospace vehicles,  aerospace systems.Job Industry is Travel / Tourism.Other skills required are Aerospace engineers research,develop aerospace vehicles,aerospace systems.Job departments are Airport / Airline Ground Operations.Salary provided is .Job Description is as follows : ."
8054728,Airline Ground Operations,1," Comapany Name is Olympus Management Consultancy Services Pvt. Ltd..Job keywords are Must have complete knowledge of Air, ticketing Amadeus software,  Good communication skills ,  basic knowledge of computer.Job Industry is Travel / Tourism.Other skills required are Must have complete knowledge of Air,ticketing Amadeus software,Good communication skills,basic knowledge of computer.Job departments are Airport / Airline Ground Operations.Salary provided is .Job Description is as follows : ."
8129734,Airline Ground Operations,1,"White Horse ManpowerComapany Name is White Horse Manpower.Job keywords are Customer Service ,   BPO,Call Centre.Job Industry is Travel / Tourism.Other skills required are Call Centre.Job departments are Airport / Airline Ground Operations.Salary provided is .Job Description is as follows : ."
